,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
1077,25,Male,Hamburg,ML Engineer,2.0,2.0,Middle,Python,.NET,60000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No
1078,33,Female,Berlin,Frontend Developer,13.0,4.0,Middle,"Angular, TypeScript",Javascript / Typescript,47745.0,30.0,part-time,Unlimited contract,English,1000+,Product,No
1079,39,Female,Berlin,Data Scientist,2.5,2.0,Junior,python,"C/C++, R, SQL",60000.0,30.0,full-time,Unlimited contract,English,up to 10,corporate incubator,Yes
1080,25,Male,Hamburg,Software Engineer,1.0,1.0,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,28.0,full-time,Unlimited contract,German,51-100,Startup,No
1081,30,Female,Berlin,Software Engineer,7.0,3.0,Senior,Java,"Python, Javascript / Typescript",60000.0,27.0,full-time,Unlimited contract,English,51-100,Product,No
1086,35,Male,Munich,Software Engineer,14.0,1.0,Senior,C++,"Python, C/C++",98000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1087,25,Male,Cologne,ML Engineer,2.0,2.0,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000.0,24.0,full-time,Temporary contract,English,up to 10,Startup,No
1088,31,Male,Berlin,Software Engineer,4.0,1.0,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1090,25,Female,Amsterdam,Data Scientist,1.5,0.0,Middle,Python,"AWS, Docker",49850.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1091,27,Male,Dusseldurf,Backend Developer,2.0,0.0,Middle,PHP,Kotlin,50000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1092,37,Male,Berlin,Software Engineer,12.0,6.0,Middle,php,"PHP, SQL, Docker",65000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1094,32,Male,Hamburg,ML Engineer,4.0,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,24.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
1095,28,Female,Berlin,Backend Developer,3.0,2.0,Middle,Python,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1096,35,Male,Fr,Backend Developer,4.0,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000.0,28.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1097,36,Male,Berlin,Staff Engineer,15.0,4.0,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1098,32,Male,Berlin,Designer (UI/UX),5.0,10.0,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,24.0,freelancer,Unlimited contract,German,up to 10,Startup,No
1100,33,Male,Berlin,Head of IT,3.0,3.0,Head,Python,"Python, Javascript / Typescript, Docker",100000.0,32.0,full-time,Unlimited contract,German,51-100,Product,Yes
1101,35,Male,Berlin,Backend Developer,13.0,5.0,Senior,Php,"PHP, SQL, Go, AWS, Docker",68000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1102,32,Female,Berlin,Computational linguist,5.0,5.0,Middle,Java,"Python, Docker",50400.0,29.0,full-time,Unlimited contract,English,11-50,Product,No
1104,28,Male,Berlin,Product Analyst,4.0,0.0,Junior,SQL,"Python, Clojure, SQL",55000.0,22.0,full-time,Unlimited contract,English,1000+,Product,No
1105,30,Male,Hamburg,Data Scientist,5.0,5.0,Middle,Python,"Python, C/C++, SQL, AWS",55000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1108,32,Male,Berlin,Backend Developer,10.0,5.0,Senior,Node.js,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1109,33,Male,Munich,Software Engineer,5.0,5.0,Senior,Embedded C++,"Python, C/C++",61000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1110,31,Male,Berlin,Data Engineer,4.0,2.0,Middle,Python,"Python, SQL, AWS, Docker",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1112,32,Male,Munich,Software Engineer,10.0,3.0,Lead,Swift,Java / Scala,75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1114,25,Male,Munich,Frontend Developer,7.0,1.0,Senior,JS,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1115,34,Male,Munich,Software Engineer,10.0,4.0,Senior,C++,"Python, C/C++",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1116,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1117,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1120,24,Male,Munich,DevOps,3.0,1.0,Junior,Go,"Python, SQL, Go",77000.0,30.0,full-time,Unlimited contract,English,1000+,FAANG,No
1121,35,Male,Frankfurt,Software Engineer,10.0,1.0,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1122,31,Male,Munich,DevOps,6.0,2.0,Middle,NodsJs,"Javascript / Typescript, AWS, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1123,27,Male,Munich,Software Engineer,2.0,5.0,Junior,Java,Javascript / Typescript,68000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1124,38,Male,Berlin,Full-Stack Developer,1.0,1.0,Junior,Javascript/Typescript,AWS,45500.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
1125,34,Male,Munich,DevOps,12.0,2.0,Middle,Java,"Python, SQL, Perl",72000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1126,35,Male,Darmstadt,Data Scientist,4.0,4.0,Senior,python,"Javascript / Typescript, Java / Scala, Docker",67000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1127,35,Male,Duesseldorf,DevOps,17.0,5.0,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1128,36,Male,Berlin,Backend Developer,10.0,3.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1130,29,Male,Berlin,DevOps,7.0,3.0,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1131,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Java,Kotlin,85000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1134,25,Female,Cambridge,Frontend Developer,4.0,0.0,Middle,JavaScript/Typescript,Javascript / Typescript,45000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1135,24,Male,Berlin,ML Engineer,0.8,0.0,Junior,Python,Python,11500.0,24.0,part-time,Temporary contract,English,11-50,Consulting / Agency,No
1136,34,Male,Cologne,CTO,14.0,2.0,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,21.0,full-time,Unlimited contract,English,11-50,Product,No
1137,42,Male,Hamburg,Data Scientist,2.0,2.0,Senior,Python ,"Python, SQL, Google Cloud",80000.0,30.0,full-time,Unlimited contract,German,1000+,Old industry,No
1139,32,Male,Berlin,Mobile Developer,8.0,2.0,Senior,Swift,"Kotlin, Swift, Ruby",75000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1140,26,Female,Berlin,Mobile Developer,8.0,3.0,Middle,c++,"C/C++, SAP / ABAP",40000.0,36.0,freelancer,Temporary contract,German,101-1000,Product,No
1141,35,Male,Munich,Software Engineer,15.0,5.0,Head,SQL,"Python, AWS, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
1142,43,Male,Munich,Product Manager,18.0,9.0,Lead,.NET,Kotlin,115000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1143,41,Male,Munich,Software Engineer,15.0,15.0,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000.0,39.0,full-time,Unlimited contract,German,1000+,Product,No
1144,33,Male,Berlin,Backend Developer,8.0,6.0,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
1145,44,Male,Berlin,QA Lead,15.0,5.0,Lead,"JS, Java",Docker,72000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
1146,28,Male,Berlin,ML Engineer,5.0,3.0,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000.0,27.0,full-time,Unlimited contract,English,up to 10,Startup,No
1147,34,Female,Berlin,Designer (UI/UX),10.0,6.0,Senior,"PS, Sketch, React, CSS3",Javascript / Typescript,45000.0,30.0,full-time,Unlimited contract,German,up to 10,Product,No
1150,28,Male,Brussels,Robotics Engineer,3.0,0.0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No
1151,26,Male,Stockholm,ML Engineer,2.5,0.0,Middle,Python/NLP,"Python, AWS, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,1000+,Product,Yes
1152,39,Male,Berlin,Software Engineer,15.0,4.0,Lead,Java,"Java / Scala, Google Cloud, Kubernetes",75000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No
1153,32,Male,Copenhagen,Data Scientist,6.0,6.0,Senior,Python,"Python, Azure",92000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No
1155,27,Female,Lisbon,Backend Developer,3.0,0.0,Middle,Java,"Java / Scala, SQL",17500.0,22.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1156,32,Female,Berlin,Software Engineer,2.0,2.0,Middle,Javascript,"Python, Javascript / Typescript, Go",63000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1157,25,Female,Berlin,Software Engineer,4.0,1.0,Middle,"Scala, Apache Spark","Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1158,37,Female,Berlin,Data Scientist,7.0,2.0,Head,Python,"SQL, AWS, Docker, Matlab",75000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
1159,56,Male,Munich,Software Engineer,30.0,19.0,Lead,c++,"Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000.0,25.0,full-time,Unlimited contract,English,51-100,Product,No
1160,30,Male,Berlin,Data Scientist,4.5,2.5,Middle,Python,"Python, SQL, AWS, Docker",60000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No
1163,27,Male,Munich,QA Engineer,6.0,4.0,Middle,Python,"Python, C/C++, Docker",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1164,29,Male,Berlin,Software Engineer,6.0,1.0,Senior,Python,"Javascript / Typescript, Google Cloud, Docker",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1165,24,Male,Berlin,Mobile Developer,3.5,0.25,Middle,"Swift, Objective-C",Ruby,70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1166,27,Male,Berlin,Data Engineer,0.0,0.0,Junior,Python,"Python, SQL, Azure, Docker",40000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
1168,40,Male,Berlin,Data Engineer,14.0,0.0,Middle,"BI, DWH, ETL/ELT","Python, SQL, MS SQL Stack, Oracle, Informatica PowerCenter",57000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No
1169,32,Male,Berlin,Backend Developer,9.0,5.0,Senior,Scala,"Go, Google Cloud",90000.0,34.0,full-time,Unlimited contract,English,101-1000,Product,No
1171,32,Male,Berlin,Software Engineer,11.0,1.0,Senior,Scala,"Ruby, Java / Scala, AWS, Kubernetes, Docker",72500.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1172,30,Male,Berlin,Backend Developer,9.0,1.0,Senior,Scala,"Python, Java / Scala",75000.0,27.0,full-time,Unlimited contract,English,1000+,Startup,No
1173,30,Male,Berlin,Backend Developer,9.0,5.0,Senior,Scala,"Java / Scala, AWS, Kubernetes",85000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
1174,36,Male,Stuttgart,Mobile Developer,16.0,4.0,Lead,Java,"Kotlin, Java / Scala, SQL, AWS, Docker",62500.0,32.0,full-time,Unlimited contract,English,51-100,Product,No
1175,33,Male,Berlin,Software Engineer,7.0,7.0,Senior,C++,Javascript / Typescript,65900.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1176,33,Male,Berlin,Engineering Manager,15.0,4.0,Lead,Java,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1177,32,Male,Munich,Software Engineer,13.0,7.0,Middle,Java,"Javascript / Typescript, SQL, AWS, Docker",95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1179,34,Male,Berlin,Backend Developer,12.0,4.0,Senior,Kotlin,"Go, Rust, Kubernetes",75000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1182,54,Male,Munich,Software Engineer,25.0,15.0,Middle,Python,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000.0,29.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1183,28,Male,Sevilla,DatabEngineer,4.0,0.0,Middle,GCP,"Python, Java / Scala, R, SQL, Google Cloud",30000.0,24.0,full-time,Unlimited contract,Spanish,51-100,Consulting / Agency,No
1184,28,Female,Berlin,Frontend Developer,5.0,2.0,Senior,javascript,"Google Cloud, Docker",64000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1186,38,Male,Berlin,Data Scientist,6.0,3.0,Lead,Python,"R, AWS",110000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1187,33,Male,Berlin,Software Engineer,11.0,5.0,Senior,Scala,"Java / Scala, SQL",107000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
1188,36,Male,Berlin,Backend Developer,12.0,0.5,Senior,Python,"SQL, Docker",100000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
1189,36,Male,Berlin,Software Engineer,15.0,6.0,Senior,PHP,"Kotlin, AWS, Kubernetes, Docker",70000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
1191,36,Male,Munich,Software Engineer,15.0,1.0,Senior,PL/SQL,SQL,68000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1192,35,Female,Munich,Application Consultant,1.5,1.5,Junior,SAP,SAP / ABAP,46000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1193,33,Male,Munich,Frontend Developer,10.0,6.0,Senior,Javascript,"Python, Javascript / Typescript",100000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1194,33,Male,Stuttgart,Team Lead,12.0,5.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",70200.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
1195,31,Male,Berlin,Backend Developer,7.0,2.0,Senior,Go,Go,75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1196,36,Male,Amsterdam,Mobile Developer,14.0,8.0,Senior,Swift,"Kotlin, Javascript / Typescript, AWS",75000.0,20.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
1197,31,Male,Berlin,Software Engineer,9.0,5.0,Senior,scala,Java / Scala,85000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
1198,36,Male,Regensburg,Software Engineer,10.0,10.0,Middle,C#,"Javascript / Typescript, .NET, SQL",66000.0,30.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,No
1199,37,Male,Munich,DevOps,17.0,1.0,Senior,AWS,"AWS, Azure",90000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1200,30,Male,Berlin,Consultant,3.0,3.0,Middle,Java,"Python, R, SQL, Kubernetes, Docker",58000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1201,30,Male,Berlin,Software Engineer,11.0,1.0,Senior,Java / Scala,"Kotlin, Java / Scala, Clojure, Rust, AWS, Kubernetes, Docker",90000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
1202,27,Male,Krakow,QA Engineer,5.0,1.0,Senior,java,Python,35000.0,28.0,full-time,Temporary contract,English,101-1000,Product,No
1203,33,Female,Munich,Software Engineer,10.0,3.0,Senior,Java,SQL,47500.0,25.0,full-time,Unlimited contract,English,11-50,Outsourse,No
1204,35,Male,Ingolstadt,Backend Developer,10.0,4.0,Lead,Magento,PHP,65000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1205,26,Male,Berlin,Backend Developer,5.0,4.0,Middle,Java,AWS,72000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1206,29,Male,Berlin,Software Engineer,9.0,5.0,Senior,C++,"Python, C/C++, Rust, AWS, Kubernetes, Docker",73000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1207,31,Male,Berlin,Backend Developer,4.0,2.0,Middle,Ruby on Rails,Javascript / Typescript,50000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
1209,24,Female,Munich,Software Engineer,0.0,0.0,student,"Python, database technologies","Python, Java / Scala, SQL, AWS",16320.0,10.0,part-time,Unlimited contract,English,11-50,Startup,No
1210,36,Male,Berlin,Mobile Developer,10.0,10.0,Middle,Android,Kotlin,68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1211,29,Male,Munich,Data Scientist,6.0,5.0,Middle,SQL,Python,70000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1212,30,Female,Berlin,Frontend Developer,3.0,3.0,Lead,JavaScript ,"AWS, Docker",57600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1213,30,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"Javascript / Typescript, SQL, Docker",68000.0,26.0,full-time,Unlimited contract,English,51-100,Product,No
1214,29,Male,Berlin,Backend Developer,5.0,5.0,Senior,Go,"Go, Google Cloud, Kubernetes, Docker",75000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
1215,34,Male,Berlin,Software Engineer,14.0,4.0,Lead,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1216,30,Male,Berlin,Backend Developer,10.0,4.0,Lead,Java,"Python, AWS, Kubernetes, Docker",82000.0,29.0,full-time,Unlimited contract,English,101-1000,Startup,No
1217,34,Male,Prague,Backend Developer,14.0,0.0,Lead,C#,"Javascript / Typescript, .NET, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1218,27,Male,Munich,Software Engineer,8.0,4.0,Senior,"C++, C#","C/C++, .NET",52000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No
1219,26,Male,Munich,Mobile Developer,5.0,1.0,Middle,Kotlin,"Kotlin, Java / Scala",65000.0,24.0,full-time,Unlimited contract,Russian,51-100,Startup,No
1220,35,Male,Munich,Software Engineer,12.0,5.0,Lead,python,"Javascript / Typescript, SQL, AWS, Docker",100000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1221,44,Male,Munich,Software Architekt,20.0,20.0,Head,Java Backend,"Java / Scala, SQL, Docker",95000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,Yes
1222,34,Male,Ingolstadt ,Software Engineer,3.5,3.5,Junior,C++,"Python, C/C++, Docker",55000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
1224,31,Male,Munich,Backend Developer,10.0,7.0,Senior,Ruby on Rails,"Python, Kotlin, Ruby, AWS, Docker",85000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
1225,24,Male,Berlin,Frontend Developer,5.0,2.0,Senior,TypeScript,Javascript / Typescript,68250.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1226,27,Male,Munich,Software Engineer,7.0,4.0,Middle,.NET,"Javascript / Typescript, .NET, Azure, Kubernetes, Docker",63000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1228,28,Male,Munich,Software Engineer,7.0,3.0,Middle,Java,"Kotlin, Java / Scala, Go, AWS, Kubernetes, Docker",63000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1229,25,Male,Berlin,ML Engineer,5.0,0.5,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1230,35,Male,Karlsruhe,Software Engineer,12.0,7.0,Senior,".Net, Angular","Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1233,33,Female,Munich,Testmanager,10.0,2.0,Junior,Java,SQL,60000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1234,26,Male,Saint-Petersburg,Project Manager,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, .NET, Azure",20000.0,24.0,full-time,Unlimited contract,Russian,1000+,Product,Yes
1235,26,Male,Saint-Petersburg,Project Manager,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, .NET, Azure",20000.0,24.0,full-time,Unlimited contract,Russian,1000+,Product,Yes
1236,39,Male,Berlin,QA Engineer,7.0,5.0,Senior,Java,"Kotlin, Google Cloud",76000.0,30.0,full-time,Unlimited contract,English,1000+,Product,Yes
1237,37,Male,Berlin,Mobile Developer,15.0,5.0,Senior,Android,Kotlin,84700.0,29.0,full-time,Unlimited contract,English,101-1000,Product,No
1238,27,Male,Frankfurt,Software Engineer,3.0,1.0,Middle,Qlik,SQL,52000.0,27.0,full-time,Unlimited contract,German,11-50,Product,No
1244,32,Male,Munich,Software Engineer,10.0,5.0,Head,Scala,"Javascript / Typescript, Java / Scala, SQL, Go, AWS, Docker",95000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1245,28,Male,Berlin,Frontend Developer,5.0,5.0,Middle,JavaScript,Javascript / Typescript,55000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1247,34,Male,Zurich,Software Engineer,7.0,2.0,Senior,PHP,PHP,108500.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1248,31,Male,Berlin,Backend Developer,9.0,5.0,Senior,Java,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",70000.0,26.0,full-time,Unlimited contract,English,51-100,Product,Yes
1250,39,Male,Munich,IT Operations Manager,15.0,2.0,Lead,PHP,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, AWS, Docker, Networking, Data Center",110000.0,28.0,full-time,Unlimited contract,English,101-1000,eCommerce,No
1251,26,Male,Saarbrücken,Frontend Developer,7.0,7.0,Middle,JavaScript,"Javascript / Typescript, Docker, HTML, CSS; Adobe XD",38350.0,27.0,full-time,Unlimited contract,German,101-1000,Product,No
1252,26,Male,Berlin,DevOps,2.0,2.0,Middle,yaml,"Python, AWS, Kubernetes, Docker, terraform, ansible",65000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
